 3.11825244e-01 3.11539166e-01
 4.90587749e-01 4.89388080e-01
 1.10700772e+00 1.08071075e+00
 6.04365057e-01 5.98642192e-01
 5.54476853e-01 5.53801657e-01
 7.43226868e-01 7.25622296e-01
 7.77425865e-01 7.71001886e-01
 7.81946367e-01 7.77382815e-01
 1.00102684e+00 9.91751255e-01
 1.30243178e-01 1.29545224e-01
 8.51790640e-01 8.46956220e-01
 8.44983925e-01 8.44498499e-01
 2.92152866e-01 2.91450896e-01
 7.34192846e-01 7.32109062e-01
 4.32568562e-01 4.31922940e-01
 7.86670703e-01 7.80203956e-01
 3.24009124e-01 3.20835719e-01
 9.94425401e-01 9.63050813e-01
 8.12177490e-01 8.09153728e-01
 9.05445027e-01 8.91077753e-01
 2.99226158e-01 2.91632278e-01
 2.14081957e-01 2.13294178e-01
 8.88316040e-01 8.79238329e-01
 5.98998930e-01 5.98206162e-01
 4.84371990e-01 4.81970296e-01
 1.08388117e+00 1.07888106e+00
 8.15530945e-01 8.10771002e-01
 2.88213016e-01 2.87157252e-01
 4.38238657e-01 4.34229671e-01
 5.41315050e-01 5.36836265e-01
 8.83764543e-01 8.68221747e-01
 3.45368021e-01 3.41477034e-01
 2.30659441e-01 2.29128535e-01
 4.56021865e-01 4.51251159e-01
 5.46520479e-01 5.41672400e-01
 4.31496400e-01 4.31234119e-01
 4.86589341e-01 4.85367626e-01
 1.02889264e+00 1.00220602e+00
 3.92192104e-01 3.85752220e-01
 6.33722565e-01 6.31222678e-01
 4.71537930e-01 4.68169150e-01
 4.30007763e-01 4.25623376e-01
 9.64992331e-01 9.61394464e-01
 4.22944205e-01 4.21718819e-01
 8.90575870e-01 8.85140565e-01
 3.85147145e-01 3.81696862e-01
 7.57489289e-01 7.54688438e-01
 4.67621854e-01 4.64901856e-01
 2.73205193e-01 2.71372602e-01
 5.94471521e-01 5.93929289e-01
 9.15424720e-01 9.12117534e-01
 8.28192873e-01 8.23714327e-01
 3.53924556e-01 3.38816173e-01
 7.51483236e-01 7.41477962e-01
 5.82664519e-01 5.77997095e-01
 7.22243507e-01 6.95835016e-01
 8.51415157e-01 8.48557908e-01
 1.10360183e+00 1.09326412e+00
 7.08449191e-01 7.04959002e-01
 3.17177595e-01 3.15354240e-01
 2.32977256e-01 2.22151778e-01
 5.15378250e-01 5.02397496e-01
 2.36167874e-01 2.36126740e-01
 4.02529312e-01 3.98422665e-01
 4.82938091e-01 4.81875935e-01
 1.08478385e+00 1.07416390e+00
 3.69774796e-01 3.69695200e-01
 5.06955627e-01 5.00744426e-01
 2.56956670e-01 2.56832886e-01
 8.61815660e-01 8.59256209e-01
 2.04060923e-01 1.99923252e-01
 7.17006630e-01 7.15098135e-01
 7.54271277e-01 7.47612308e-01
 7.72662218e-01 7.69385592e-01
 7.32829439e-01 7.32339382e-01
 4.25394395e-01 4.24580886e-01
 7.06868576e-01 7.01665111e-01
 4.34082725e-01 4.32910922e-01
 9.05033519e-01 9.04129243e-01
 4.22436176e-01 4.06485344e-01
 7.89328729e-01 7.84294071e-01
 5.84612656e-01 5.80373913e-01
 5.21651771e-01 5.13009445e-01
 7.41437769e-01 7.36754940e-01
 8.14424752e-01 7.72841166e-01
 9.38593522e-01 9.36172427e-01
 5.53529072e-01 5.49005460e-01
 8.24460167e-01 8.00287989e-01
 2.39344995e-01 2.38866586e-01
 8.22449134e-01 8.18275628e-01
 1.00893771e+00 1.00508592e+00
 9.58079243e-01 9.55825038e-01
 3.83045050e-01 3.81991427e-01
 4.78024889e-01 4.76231982e-01
 8.94294081e-01 8.85469739e-01
 2.72208983e-01 2.71014285e-01
 6.13199471e-01 6.08930542e-01
 5.83482886e-01 5.79777770e-01
 8.19709611e-01 8.07105640e-01
 6.66185485e-01 6.38599100e-01
 6.74066038e-01 6.66647038e-01
 2.63037587e-01 2.50049268e-01
