 1.25493572e-01 1.25439832e-01
 1.10358985e-01 1.09242868e-01
 9.52686443e-02 9.30643168e-02
 5.67220860e-02 5.65394185e-02
 1.22838293e-01 1.22666107e-01
 1.69067240e-01 1.68457294e-01
 2.27877942e-01 2.25879070e-01
 2.03266629e-01 2.02416390e-01
 1.52416089e-01 1.49406859e-01
 1.81127964e-01 1.80536427e-01
 7.45630339e-02 7.25575068e-02
 7.68386045e-02 7.61657382e-02
 1.39668504e-01 1.39328842e-01
 1.67561745e-01 1.67506306e-01
 1.98396145e-01 1.94943186e-01
 8.06115454e-02 7.92888514e-02
 1.76149628e-01 1.72213925e-01
 2.00464745e-01 1.95931223e-01
 1.21542059e-01 1.20092555e-01
