168,11.4,15.3,17.1,11.7
169,12,15.8,17.2,11.8
170,11.7,15.3,17.2,11.8
171,11.6,15.4,17.2,11.8
172,11.8,15.7,17.2,11.8
173,11.6,15.9,17.2,11.8
174,11.8,17.2,17.3,11.8
175,11.8,17.9,17.5,11.9
176,11.9,18.9,17.6,11.9
177,12,17.8,17.7,11.9
178,11.8,18,17.8,11.9
179,11.9,17.2,17.9,12
180,11.8,18.5,18,12
181,11.9,19.4,18.1,12
182,12.2,19,18.1,12
183,12.1,19.5,18.3,12
184,11.9,18.1,18.4,12
185,12.2,18.7,18.5,12.1
186,12,18.3,18.7,12.1
187,12,19.3,18.9,12.1
188,12.1,18.9,18.9,12.1
189,12.1,19.9,19,12.2
190,12,19.4,19.2,12.2
191,12.2,20.9,19.3,12.2
192,12.2,21.7,19.4,12.2
193,12.7,22.5,19.4,12.3
194,13.3,20.9,19.4,12.3
195,13.3,19.2,19.4,12.3
196,13,18.1,19.5,12.4
197,12.6,17.2,19.9,12.4
198,12.5,17.5,19.9,12.4
199,12.5,18.4,19.9,12.4
200,12.4,19.4,19.9,12.4
201,12.4,20,19.9,12.4
202,12.4,21.1,20,12.4
203,12.7,21.6,20.1,12.4
204,12.3,21.7,20.2,12.5
205,12.3,21.2,20.3,12.5
206,12.6,21.5,20.3,12.5
207,12.9,21.7,20.3,12.5
208,12.6,22,20.3,12.5
209,12.5,21.8,20.3,12.5
210,12.5,20.7,20.3,12.5
211,12.5,21,20.3,12.5
212,12.4,22.2,20.4,12.5
213,12.5,22,20.6,12.5
214,12.5,21.2,20.6,12.5
215,12.3,21.1,20.7,12.5
216,12.5,21.1,20.7,12.5
217,12.7,21.6,20.7,12.5
218,13.5,19.4,20.7,12.5
219,12.8,20.2,20.7,12.5
220,12.6,20.6,20.7,12.5
221,12.6,20.7,20.7,12.5
222,12.6,20.3,20.9,12.5
223,12.4,19.5,21,12.5
224,12.4,18.1,21,12.5
225,12.4,18.8,21,12.5
226,12.4,19.4,21,12.5
227,12.5,20.1,21,12.5
228,12.5,20.6,21,12.5
229,12.5,20.9,20.9,12.5
230,12.7,20.4,20.9,12.5
231,13.2,19.4,20.9,12.5
232,13.3,19.5,20.9,12.5
233,12.6,20.1,20.9,12.5
234,12.8,19.5,20.9,12.5
235,12.6,19.7,20.9,12.5
236,12.5,20.2,20.9,12.5
237,12.5,20.7,20.7,12.5
238,12.5,21,20.7,12.5
239,12.5,21.9,20.7,12.5
240,12.5,22.5,20.7,12.5
241,13.4,22.6,20.6,12.5
242,12.4,21.9,20.6,12.5
243,12.4,21.2,20.4,12.5
244,12.4,21.7,20.4,12.5
245,12.6,22.1,20.4,12.5
246,12.5,22.4,20.3,12.5
247,12.4,22.5,20.3,12.5
248,12.4,22.3,20.2,12.5
249,14,21.1,20.2,12.5
250,13.1,20.3,20.2,12.5
251,12.7,20.2,20.2,12.5
252,12.6,20.7,20.2,12.5
253,12.6,20.7,20.2,12.5
254,12.5,20.9,20.2,12.5
255,12.5,21.3,20.2,12.5
256,12.5,21.5,20.1,12.4
257,12.4,21.9,20.1,12.4
258,12.4,21.9,20.1,12.4
259,12.3,21.3,19.7,12.4
260,12.2,20.2,19.7,12.4
261,12.2,19.7,19.7,12.4
262,12.2,18,18.5,12.4
263,13,18.3,18.5,12.3
264,12.5,18.3,18.4,12.3
265,12.1,18,18.3,12.2
266,12.2,17.8,18.3,12.2
267,12.1,18,18.3,12.2
268,12.1,18,18.3,12.2
269,12,18.1,18.3,12.2
270,12.1,18.3,18.1,12.1
271,13.1,18.3,18,12.1
272,12.6,18.3,18,12.1
273,12.3,18.5,18,12.1
274,12.2,18.5,18,12.1
275,12.1,18.4,17.8,12.1
276,12.1,17.7,17.7,12
277,12,17.3,17.3,12
278,11.8,17,17,12
279,11.6,16.4,16.4,11.8
280,11.5,15.7,15.7,11.7
281,11.6,15.3,15.3,11.6
282,11.6,14.8,14.8,11.6
283,11.4,14.4,14.4,11.6
284,11.5,14.1,14.1,11.6
285,11.3,13.8,13.8,11.5
286,11.2,13.5,13.6,11.5
287,11.1,13.3,13.6,11.4
288,11.3,13.3,13.6,11.4
289,11.4,13.6,13.6,11.4
290,11.2,13.6,13.5,11.3
291,11.3,13.6,13.5,11.3
292,11.6,13.6,13.4,11.3
293,11.3,13.5,13.3,11.3
294,11.2,13.4,13.3,11.2
295,11,13.2,13.2,11.2
296,11,13,13.1,11.2
297,10.8,12.8,13.1,11.2
298,11.1,12.8,13.1,11.2
299,11.4,13.1,13,11.1
300,12,13.1,13,11.1
301,11.7,13.1,12.8,11.1
302,11.2,13,12.8,11
303,11.2,12.8,12.8,11
304,11.1,12.7,12.7,10.9
305,10.9,12.5,12.5,10.9
306,10.9,12.4,12.4,10.9
307,10.8,12.3,12.3,10.8
308,10.8,12.2,12.2,10.8
309,10.5,11.9,12,10.8
310,10.9,12,11.9,10.8
311,10.8,11.8,11.8,10.8
312,10.8,11.3,11.3,10.7
313,10.4,10.9,10.9,10.5
314,10.5,10.8,10.8,10.5
315,10.5,10.6,10.6,10.5
316,10.3,10.5,10.5,10.5
317,10.7,10.5,10.5,10.5
318,10.5,10.3,10.5,10.5
319,10.4,10.1,10.4,10.4
320,10.4,10.1,10.3,10.4
321,10.5,10.3,10.3,10.4
322,10.5,10.5,10.2,10.4
323,10.4,10.4,10.1,10.4
324,10.3,10.2,10.1,10.3
325,10.2,9.9,9.9,10.3
326,10.3,9.8,9.9,10.3
327,10.4,9.9,9.9,10.3
328,10.3,9.9,9.8,10.3
329,10.3,9.7,9.7,10.3
330,10.2,9.7,9.7,10.2
331,10.3,9.7,9.7,10.2
332,10.2,9.7,9.7,10.2
333,9.9,9.4,9.4,9.9
334,9.7,8.8,8.8,9.7
335,9.6,8.8,8.8,9.6
336,9.3,8.7,8.7,9.5
337,9.3,8.5,8.5,9.5
338,9.4,8.3,8.3,9.4
339,9.3,8.2,8.2,9.4
340,9.5,8.1,8.1,9.3
341,9.5,8,8,9.3
342,9.4,7.9,7.9,9.3
343,9.2,7.8,7.8,9.3
344,9,7.6,7.6,9.2
345,8.9,7.5,7.5,9.2
346,9,7.3,7.4,9.2
347,9.2,7.4,7.3,9.1
348,9,7.3,7.3,9.1
349,9.1,7.2,7.2,9
350,9.1,7.1,7.1,9
351,9,6.9,7.1,9
352,9,6.8,7.1,9
353,8.9,6.8,7,9
354,9,6.9,6.9,9
355,8.9,6.8,6.9,9
356,8.9,6.8,6.8,9
357,8.9,6.6,6.8,9
358,9,6.7,6.8,9
359,9,6.8,6.8,8.9
360,9.3,7,6.8,8.9
361,9,7.1,6.8,8.9
362,9.2,7.1,6.8,9
363,8.5,6.8,6.8,8.6
364,8.6,6.5,6.5,8.6
365,8.6,6.2,6.2,8.6
366,8.5,6,6,8.6
